title,article_id,ai4epi_fulltext_decision
"COMPARISON OF NEGATIVE BINOMIAL SAR, SEM, AND SARMA METHODS IN MODELING THE NUMBER OF MALNUTRITION CASES AMONG TODDLERS IN CENTRAL JAVA",DOI_235d6aca5c5a,EXCLUDE
A CNN-Based Coherence-Driven Approach for InSAR Phase Unwrapping,DOI_09c9806b905c,EXCLUDE
Immune pathways and defence mechanisms in honey bees <i>Apis mellifera</i>,PMID_17069638,EXCLUDE
Discovery of Aminopiperidine Indoles That Activate the Guanine Nucleotide Exchange Factor SOS1 and Modulate RAS Signaling,PMID_29856609,EXCLUDE
Critical roles of platelets in lipopolysaccharide-induced lethality: effects of glycyrrhizin and possible strategy for acute respiratory distress syndrome,PMID_15683852,EXCLUDE
Identification of synthetic vaccine candidates against SARS CoV infection,PMID_17506989,EXCLUDE
Surprising Alteration of Antibacterial Activity of 5′′-Modified Neomycin against Resistant Bacteria,PMID_19012394,EXCLUDE
Ducks: The “Trojan Horses” of H5N1 influenza,PMID_19627369,EXCLUDE
Search and Rescue Applications: On the Need to Improve Ocean Observing Data Systems in Offshore or Remote Locations,DOI_7a47fc045ddc,EXCLUDE
A deep learning method for image‐based subject‐specific local SAR assessment,PMID_31483521,EXCLUDE
"Small UAV-based SAR system using low-cost radar, position, and attitude sensors with onboard imaging capability",DOI_6d7438d6bf8d,EXCLUDE
Detection of SARS Coronavirus in Humans and Animals by Conventional and Quantitative (Real Time) Reverse Transcription Polymerase Chain Reactions,PMID_19057863,INCLUDE
"Identification of GBV-D, a Novel GB-like Flavivirus from Old World Frugivorous Bats (Pteropus giganteus) in Bangladesh",PMID_20617167,EXCLUDE
The Anti-apoptotic and Anti-oxidant Effect of Eriodictyol on UV-Induced Apoptosis in Keratinocytes,PMID_17202655,EXCLUDE
"Reproductive clonality of pathogens: A perspective on pathogenic viruses, bacteria, fungi, and parasitic protozoa",PMID_22949662,EXCLUDE
TaqMan real time RT-PCR assays for detecting ferret innate and adaptive immune responses,PMID_24797460,EXCLUDE
Earthquake Damage Visualization (EDV) Technique for the Rapid Detection of Earthquake-Induced Damages Using SAR Data,PMID_28134796,EXCLUDE
Semen Microbiome Biogeography: An Analysis Based on a Chinese Population Study,PMID_30804923,EXCLUDE
TanDEM-X: 10 Years of Formation Flying Bistatic SAR Interferometry,DOI_229355ef8c23,EXCLUDE
The Effect of SARS-CoV-1 Pandemic on Remote Work: Research Results,DOI_0a3acc74849e,EXCLUDE
The impact of media coverage on the transmission dynamics of human influenza,PMID_21356134,EXCLUDE
"5′-Silylated 3′-1,2,3-triazolyl Thymidine Analogues as Inhibitors of West Nile Virus and Dengue Virus",PMID_25909386,EXCLUDE
Antiviral therapy for respiratory tract infections,PMID_18922142,EXCLUDE
"Structure-Guided Design and Optimization of Dipeptidyl Inhibitors of Norovirus 3CL Protease. Structure–Activity Relationships and Biochemical, X-ray Crystallographic, Cell-Based, and In Vivo Studies",PMID_25761614,EXCLUDE
"Human Disease from Influenza A (H5N1), Thailand, 2004",PMID_15752436,EXCLUDE
Conformational Determinants of the Activity of Antiproliferative Factor Glycopeptide,PMID_23627670,EXCLUDE
Plant Polyphenols as Dietary Antioxidants in Human Health and Disease,PMID_20716914,EXCLUDE
"Design, Synthesis and Anti-inflammatory Activity of Derivatives 10-R-3-Aryl-6,7-dihydro-2H-[1,2,4] triazino[2,3-c]quinazolin-2-ones of Spiro-fused Cyclic Frameworks",PMID_29318300,EXCLUDE
"3-Hydroxypyrimidine-2,4-diones as an Inhibitor Scaffold of HIV Integrase",PMID_21381765,EXCLUDE
A Method to Assess the Performance of SAR-Derived Surface Soil Moisture Products,DOI_30a092085303,EXCLUDE
"Quinazolinones, the Winning Horse in Drug Discovery",PMID_36770645,EXCLUDE
What could we learn from SARS when facing the mental health issues related to the COVID-19 outbreak? A nationwide cohort study in Taiwan,PMID_33024072,INCLUDE
Reactive Arthritis in a 37-Year-Old Female With SARS-CoV2 Infection,PMID_32923288,EXCLUDE
The X chromosome and sex-specific effects in infectious disease susceptibility,PMID_30621780,EXCLUDE
Deciphering the role of hydrophobic and hydrophilic bile acids in angiogenesis using<i>in vitro</i>and<i>in vivo</i>model systems,PMID_30108740,EXCLUDE
Assessing the impact of travel restrictions on international spread of the 2014 West African Ebola epidemic,PMID_25358040,EXCLUDE
"Simulations of black carbon (BC) aerosol impact over Hindu Kush Himalayan sites: validation, sources, and implications on glacier runoff",DOI_f61b28437891,EXCLUDE
Modeling Chemical Interaction Profiles: I. Spectral Data-Activity Relationship and Structure-Activity Relationship Models for Inhibitors and Non-inhibitors of Cytochrome P450 CYP3A4 and CYP2D6 Isozymes,PMID_22421792,EXCLUDE
"Evaluation of groundwater quality and its suitability for drinking and irrigation using GIS and geostatistics techniques in semiarid region of Neyshabur, Iran",DOI_36dc1117415c,EXCLUDE
Altered renin release and propranolol potentiation of vasodilatory drug hypotension.,PMID_236325,EXCLUDE
Control of gene expression in bacteriophage P22 by a small antisense RNA. I. Characterization in vitro of the Psar promoter and the sar RNA transcript.,PMID_2445626,EXCLUDE
Development of a Potent Brain-Penetrant EGFR Tyrosine Kinase Inhibitor against Malignant Brain Tumors,PMID_33062157,EXCLUDE
"Metagenome of SARS-Cov2 patients in Shenzhen with travel to Wuhan shows a wide range of species - Lautropia, Cutibacterium, Haemophilus being most abundant - and Campylobacter explaining diarrhea",DOI_ed1f3f66db08,EXCLUDE
The relationship between the spatial scaling of biodiversity and ecosystem stability,PMID_29651225,EXCLUDE
Sensitive and Specific Enzyme-Linked Immunosorbent Assay Using Chemiluminescence for Detection of Severe Acute Respiratory Syndrome Viral Infection,PMID_18032623,EXCLUDE
"Improvement of Bare Soil Semi-Empirical Radar Backscattering Models (Oh and Dubois) with SAR Multi-Spectral Satellite Data (X-, C- and L-Bands)",DOI_9e080de969f7,EXCLUDE
Genome Sequence Analysis of Severe Acute Respiratory Syndrome Using GenoAnalytica Model,DOI_b8de3fcb8b3d,EXCLUDE
Estimating Infection Attack Rates and Severity in Real Time during an Influenza Pandemic: Analysis of Serial Cross-Sectional Serologic Surveillance Data,PMID_21990967,EXCLUDE
KSHV and the pathogenesis of Kaposi sarcoma: listening to human biology and medicine,PMID_20364091,EXCLUDE
Development and application of consensus in silico models for advancing high-throughput toxicological predictions,PMID_38333007,EXCLUDE
A New Look at Vaccine Strategies Against PPRV Focused on Adenoviral Candidates,PMID_34568477,EXCLUDE
"Transmission, diagnosis, and management of hepatitis E: an update",PMID_24966702,EXCLUDE
Development of Broad‐Spectrum Halomethyl Ketone Inhibitors Against Coronavirus Main Protease 3CL<sup>pro</sup>,PMID_18611220,EXCLUDE
Formalin-Treated UV-Inactivated SARS Coronavirus Vaccine Retains Its Immunogenicity and Promotes Th2-Type Immune Responses,PMID_17515642,EXCLUDE
Global Mortality Impact of the 1957–1959 Influenza Pandemic,PMID_26908781,EXCLUDE
"Middle East respiratory syndrome coronavirus (MERS-CoV): Impact on Saudi Arabia, 2015",PMID_30505188,EXCLUDE
Discovery of a Natural Product-Like c-myc G-Quadruplex DNA Groove-Binder by Molecular Docking,PMID_22912844,EXCLUDE
"SARS, SARS again, and MERS. Review of animal models of human respiratory syndromes caused by coronavirus infections",DOI_d924d58a4edc,EXCLUDE
What Story Does Geographic Separation of Insular Bats Tell? A Case Study on Sardinian Rhinolophids,PMID_25340737,EXCLUDE
Using drivers and transmission pathways to identify SARS-like coronavirus spillover risk hotspots,DOI_794a12f93132,EXCLUDE
Optimization of 3-Pyrimidin-4-yl-oxazolidin-2-ones as Orally Bioavailable and Brain Penetrant Mutant IDH1 Inhibitors,PMID_30034612,EXCLUDE
Investigation of D<sub>2</sub> Receptor–Agonist Interactions Using a Combination of Pharmacophore and Receptor Homology Modeling,PMID_22315215,EXCLUDE
"Inhibition of 1-Deoxy-<scp>d</scp>-Xylulose-5-Phosphate Reductoisomerase by Lipophilic Phosphonates: SAR, QSAR, and Crystallographic Studies",PMID_21561155,EXCLUDE
MIMA: MAPPER-Induced Manifold Alignment for Semi-Supervised Fusion of Optical Image and Polarimetric SAR Data,DOI_50a415977ca1,EXCLUDE
Endotyping Seasonal Allergic Rhinitis in Children: A Cluster Analysis,PMID_35155483,EXCLUDE
"SEAMUS (v1.20): a Δ <sup>14</sup> C-enabled, single-specimen sediment accumulation simulator",DOI_5dd8fcbff808,EXCLUDE
Plant Growth-Promoting Bacteria: Mechanisms and Applications,PMID_24278762,EXCLUDE
Comparison of 9 different PCR primers for the rapid detection of severe acute respiratory syndrome coronavirus using 2 RNA extraction methods,PMID_15994050,EXCLUDE
A Wearable Circularly Polarized Antenna Backed by AMC Reflector for WBAN Communications,DOI_f2727ce0a1e9,EXCLUDE
A Meta-Analysis of the Association between Gender and Protective Behaviors in Response to Respiratory Epidemics and Pandemics,PMID_27768704,EXCLUDE
Structural Probing of Off-Target G Protein-Coupled Receptor Activities within a Series of Adenosine/Adenine Congeners,PMID_24859150,EXCLUDE
Pseudo-templated transcription by Escherichia coli RNA polymerase at a mutant promoter.,PMID_1701152,EXCLUDE
Biological and Pharmacological Effects of Synthetic Saponins,PMID_33121124,EXCLUDE
Extinction debt from climate change for frogs in the wet tropics,PMID_27729484,EXCLUDE
"Sustainable reduction of nasal colonization and hand contamination with<i>Staphylococcus aureus</i>in food handlers, 2002–2011",PMID_25308539,EXCLUDE
"<i>N</i>-(4-(4-(2,3-Dichloro- or 2-methoxyphenyl)piperazin-1-yl)butyl)heterobiarylcarboxamides with Functionalized Linking Chains as High Affinity and Enantioselective D3 Receptor Antagonists",PMID_19331412,EXCLUDE
Cullin-RING ubiquitin ligases in salicylic acid-mediated plant immune signaling,PMID_25821454,EXCLUDE
Biogeographical Interpretation of Elevational Patterns of Genus Diversity of Seed Plants in Nepal,PMID_26488164,EXCLUDE
World Health Report,DOI_7ea5282e34c4,EXCLUDE
A New Design of Metamaterials for SAR Reduction,DOI_6a1e33e89f24,EXCLUDE
"SARS, Xenotransplantation and Bioterrorism: Preventing the Next Epidemic",PMID_12859521,EXCLUDE
Bacterial Quorum Sensing: Its Role in Virulence and Possibilities for Its Control,PMID_23125205,EXCLUDE
"Assessing the Heat Generation and Self-Heating Mechanism of Superparamagnetic Fe3O4 Nanoparticles for Magnetic Hyperthermia Application: The Effects of Concentration, Frequency, and Magnetic Field",PMID_36770414,EXCLUDE
The potential of targeted antibody prophylaxis in SARS outbreak control: A mathematic analysis,PMID_17298911,EXCLUDE
Development of Selective Covalent Janus Kinase 3 Inhibitors,PMID_26258521,EXCLUDE
Genetic diversity of coronaviruses in Miniopterus fuliginosus bats,PMID_27125516,EXCLUDE
Identification and Optimization of an Aminoalcohol-Carbazole Series with Antimalarial Properties,PMID_24900603,EXCLUDE
SARS and the removal of personal protective equipment,PMID_15023907,INCLUDE
Tools to study pathogen-host interactions in bats,PMID_29454637,EXCLUDE
Need of surveillance response systems to combat Ebola outbreaks and other emerging infectious diseases in African countries,PMID_25120913,EXCLUDE
SU11248 (sunitinib) directly inhibits the activity of mammalian 5'-AMP-activated protein kinase (AMPK),PMID_20495370,EXCLUDE
Spillover effects of Great Recession on Hong-Kong’s Real Estate Market: An analysis based on Causality Plane and Tsallis Curves of Complexity–Entropy,PMID_32288108,EXCLUDE
"Optimization of 2,3-Dihydroquinazolinone-3-carboxamides as Antimalarials Targeting PfATP4",PMID_36812492,EXCLUDE
Changes of Global Infectious Disease Governance in 2000s: Rise of Global Health Security and Transformation of Infectious Disease Control System in South Korea,DOI_8a1057761c1f,EXCLUDE
The Shifting Demographic Landscape of Pandemic Influenza,PMID_20195468,EXCLUDE
Structural basis for the inhibition of SARS-CoV2 main protease by Indian medicinal plant-derived antiviral compounds,DOI_6b0ccabd957e,EXCLUDE
"Spatial and Temporal Epidemiology of Lumpy Skin Disease in the Middle East, 2012–2015",PMID_26973845,EXCLUDE
Network-based Drug Repurposing for Human Coronavirus,DOI_ae9f22c025a4,EXCLUDE
FUSING MULTI-MODAL DATA FOR SUPERVISED CHANGE DETECTION,DOI_9ae6c3317c1b,EXCLUDE
Should We Be Worried About Clostridioides difficile During the SARS-CoV2 Pandemic?,PMID_33133048,EXCLUDE
QSAR Models for Human Carcinogenicity: An Assessment Based on Oral and Inhalation Slope Factors,PMID_33383938,EXCLUDE
Immunoreactivity characterisation of the three structural regions of the human coronavirus OC43 nucleocapsid protein by Western blot: Implications for the diagnosis of coronavirus infection,PMID_23174159,EXCLUDE
The correlation between IgM and IgG antibodies with blood profile in patients infected with severe acute respiratory syndrome coronavirus,PMID_36550478,EXCLUDE
"Temporal and Gene Reassortment Analysis of Influenza C Virus Outbreaks in Hong Kong, SAR, China",PMID_34787455,EXCLUDE
Severe Acute Respiratory Syndrome without Respiratory Symptoms or Abnormal Chest Radiograph Findings,PMID_14765354,INCLUDE
"Transmission of Severe Acute Respiratory Syndrome Coronavirus 2 to Close Contacts, China, January–February 2020",PMID_34423766,EXCLUDE
An investigation of spatial wind direction variability and its consideration in engineering models,DOI_fd31afe86595,EXCLUDE
1950 MHz Electromagnetic Fields Ameliorate Aβ Pathology in Alzheimer’s Disease Mice,PMID_26017559,EXCLUDE
Diversity and genomics of Antarctic marine micro-organisms,PMID_17553778,EXCLUDE
<i>mBio</i> Addresses the Pause in Gain-of-Function (GOF) Experiments Involving Pathogens with Pandemic Potential (PPP),PMID_25505126,EXCLUDE
AIDS: Caused by development of resistance to drugs in a non-target intracellular parasite,PMID_16893612,EXCLUDE
"The Epidemiology, Virology, and Pathogenicity of Human Infections with Avian Influenza Viruses",PMID_31964651,EXCLUDE
Coverage Control for UAV Swarm Communication Networks: A Distributed Learning Approach,DOI_9479a275d795,EXCLUDE
Higher-Order Permanent Scatterers Analysis,DOI_ec07cb1d2b0c,EXCLUDE
Highly infectious diseases in the Mediterranean Sea area: Inventory of isolation capabilities and recommendations for appropriate isolation,PMID_30402245,EXCLUDE
"Design, Synthesis, Structure–Activity Relationship Studies, and Three-Dimensional Quantitative Structure–Activity Relationship (3D-QSAR) Modeling of a Series of <i>O</i>-Biphenyl Carbamates as Dual Modulators of Dopamine D3 Receptor and Fatty Acid Amide Hydrolase",PMID_28182408,EXCLUDE
A self-matched leaky-wave antenna for ultrahigh-field magnetic resonance imaging with low specific absorption rate,PMID_33469005,EXCLUDE
Corticosteroid treatment of severe acute respiratory syndrome in Hong Kong,PMID_16542729,INCLUDE
"‘Nowhere and no one is safe’: spatial analysis of damage to critical civilian infrastructure in the Gaza Strip during the first phase of the Israeli military campaign, 7 October to 22 November 2023",PMID_38566118,EXCLUDE
Past and current Coronavirus outbreaks; Focusing on Coronavirus Disease 2019 in comparison with Severe Acute Respiratory Syndrome and Middle East Respiratory Syndrome,DOI_eadb23da6cd1,EXCLUDE
Sensitivity of active-layer freezing process to snow cover in Arctic Alaska,DOI_09e695a22051,EXCLUDE
The US Military Commitment to Vaccine Development: A Century of Successes and Challenges,PMID_29977239,EXCLUDE
Severe acute respiratory syndrome in a hemodialysis patient,PMID_14582051,INCLUDE
InSAR Performance for Large-Scale Deformation Measurement,DOI_54d513e08d85,EXCLUDE
Analysis of Comodulation Effect Induced by Transmitting and Receiving Antennas and Correction Method in Bistatic SAR Radiometric Calibration,DOI_8cb6554c2685,EXCLUDE
Safety for Human MR Scanners at 7T,PMID_34373430,EXCLUDE
Robust SAR Automatic Target Recognition Via Adversarial Learning,DOI_232ac6ff6f91,EXCLUDE
